,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
81,83,FS-1419063,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,38,012,BYD9,OBSIDIAN,,,,,,2005,2453554.5,184,2000,4.0,Campfire,2453555.5,185.0,1351,0.1,A,48.34888889,-115.49083333,5.0,USFS,MT,53,053,Lincoln
82,84,FS-1419065,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,48,017,BZ0R,RACETRACK #7,,,,,,2005,2453560.5,190,1225,4.0,Campfire,2453560.5,190.0,1254,0.1,A,48.40833333,-115.55833333,5.0,USFS,MT,53,053,Lincoln
83,85,FS-1419067,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,31,001,BR3U,GILLESPIE,,,,,,2005,2453508.5,138,1145,2.0,Equipment Use,2453508.5,138.0,1400,0.1,A,32.56055556,-109.7725,5.0,USFS,AZ,9,009,Graham
84,86,FS-1419068,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,39,013,BYE0,HWY 2,,,,,,2005,2453555.5,185,0530,9.0,Miscellaneous,,,,0.3,B,48.22805556,-115.48027778,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
85,87,FS-1419069,FED,FS-FIRESTAT,FS,USNMLNF,Lincoln National Forest,0308,Lincoln National Forest,15,NM-LNF-015,B2B8,ANTELOPE,,,,,,2005,2453558.5,188,1731,1.0,Lightning,2453559.5,189.0,1100,45.6,C,32.46722222,-104.94166667,5.0,USFS,NM,5,005,Chaves
86,88,FS-1419070,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,55,002,BWD2,CUNNINGHAM,,,,,,2005,2453547.5,177,1230,1.0,Lightning,2453547.5,177.0,1900,0.5,B,32.68555556,-109.86916667,5.0,USFS,AZ,9,009,Graham
87,89,FS-1419071,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,15,01,BP31,CANYON,,,,,,2005,2453484.5,114,0710,9.0,Miscellaneous,2453484.5,114.0,0745,0.1,A,34.17444444,-117.765,5.0,USFS,CA,,,
88,90,FS-1419073,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,64,03,BE8B,FOUNTAIN,,,,,,2005,2453554.5,184,1650,8.0,Children,2453554.5,184.0,1800,0.5,B,34.15388889,-117.84111111,14.0,MISSING/NOT SPECIFIED,CA,,,
89,91,FS-1419075,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,4,501-048,BE07,DUNCANS RIDGE,,,,,,2005,2453542.5,172,1648,1.0,Lightning,2453542.5,172.0,1944,0.1,A,44.98861111,-118.93888889,5.0,USFS,OR,23,023,Grant
90,92,FS-1419077,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,4,2,BV7R,ROBIN,,,,,,2005,2453546.5,176,0905,5.0,Debris Burning,2453546.5,176.0,1332,0.1,A,38.98388889,-120.8025,13.0,STATE OR PRIVATE,CA,,,
91,93,FS-1419081,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,0203,Black Hills National Forest,1,PA1,BJ0K,VICTORIA,,,,,,2005,2453372.5,2,0909,4.0,Campfire,2453372.5,2.0,1010,0.1,A,44.01277778,-103.3825,5.0,USFS,SD,103,103,Pennington
92,94,FS-1419086,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,15,01,BEY5,MULLETT,,,,,,2005,2453517.5,147,1700,1.0,Lightning,2453518.5,148.0,1215,0.1,A,36.01666667,-106.71666667,5.0,USFS,NM,43,043,Sandoval
93,95,FS-1419087,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,0602,Fremont-Winema National Forest,5,301,BE0X,SNAG  124,,,,,,2005,2453546.5,176,0950,1.0,Lightning,2453546.5,176.0,1545,0.1,A,42.62083333,-120.845,5.0,USFS,OR,37,037,Lake
94,96,FS-1419088,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,65,003,B0EV,FRY MESA,,,,,,2005,2453565.5,195,1810,7.0,Arson,2453565.5,195.0,1900,0.1,A,32.75361111,-109.83138889,5.0,USFS,AZ,9,009,Graham
95,97,FS-1419089,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,1,M01,BEZ8,HOT SPRINGS,,,,,,2005,2453496.5,126,1145,5.0,Debris Burning,2453499.5,129.0,1330,0.1,A,38.70027778,-119.84055556,13.0,STATE OR PRIVATE,CA,3,003,Alpine
96,98,FS-1419090,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,2,006,BZB0,SHINGLE,,,,,,2005,2453559.5,189,0015,7.0,Arson,2453559.5,189.0,0045,0.01,A,38.45361111,-119.45861111,5.0,USFS,CA,51,051,Mono
97,99,FS-1419093,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,64,064,F064,CEDAR SPRINGS,,,,,,2005,2453532.5,162,1901,1.0,Lightning,2453532.5,162.0,2000,0.1,A,36.66944444,-107.25361111,5.0,USFS,NM,39,039,Rio Arriba
98,100,FS-1419095,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,84,084,F084,BUZZARD,,,,,,2005,2453543.5,173,1820,1.0,Lightning,2453543.5,173.0,2315,0.25,A,36.87638889,-107.21916667,5.0,USFS,NM,39,039,Rio Arriba
99,101,FS-1419096,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,34,10,BXR6,STRAWBERRY,,,,,,2005,2453553.5,183,1300,6.0,Railroad,2453553.5,183.0,1435,0.1,A,48.45833333,-115.66666667,5.0,USFS,MT,53,053,Lincoln
100,102,FS-1419098,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,35,011,BXR7,RACETRACK #3,,,,,,2005,2453553.5,183,1340,4.0,Campfire,2453553.5,183.0,1404,0.1,A,48.40833333,-115.55833333,5.0,USFS,MT,53,053,Lincoln
101,103,FS-1419101,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,13,006,BP75,DEEP CREEK,,,,,,2005,2453485.5,115,1534,5.0,Debris Burning,2453485.5,115.0,1730,1.2,B,48.76666667,-114.87833333,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
102,104,FS-1419102,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,54,021,B0EZ,PIPE FLATS,,,,,,2005,2453565.5,195,2200,8.0,Children,2453566.5,196.0,0800,0.1,A,48.41472222,-115.54805556,5.0,USFS,MT,53,053,Lincoln
103,105,FS-1419104,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,49,018,BZ0S,RACETRACK #8,,,,,,2005,2453561.5,191,1000,4.0,Campfire,2453561.5,191.0,2035,0.1,A,48.40833333,-115.55833333,5.0,USFS,MT,53,053,Lincoln
104,106,FS-1419106,FED,FS-FIRESTAT,FS,USWYSHF,Shoshone National Forest,0214,Shoshone National Forest,1,WY-SHF-048,BEX2,CROSS,,,,,,2005,2453546.5,176,0800,1.0,Lightning,2453547.5,177.0,1320,0.1,A,43.64527778,-109.9125,5.0,USFS,WY,13,013,Fremont
105,107,FS-1419113,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,9,523,BE0C,LOOKOUT,,,,,,2005,2453487.5,117,1700,9.0,Miscellaneous,2453487.5,117.0,1715,0.1,A,33.66666667,-117.37638889,13.0,STATE OR PRIVATE,CA,,,
106,108,FS-1419114,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,19,D2-12-05,BEZ8,DEVIL'S GATE,,,,,,2005,2453569.5,199,1600,1.0,Lightning,2453570.5,200.0,1800,0.1,A,38.35361111,-119.37805556,5.0,USFS,CA,51,051,Mono
107,109,FS-1419115,FED,FS-FIRESTAT,FS,USAROUF,Ouachita National Forest,0809,Ouachita National Forest,28,P8BW35,BW35,GRAND VISTA FIRE,,,,,,2005,2453550.5,180,0900,9.0,Miscellaneous,2453550.5,180.0,1600,0.1,A,34.65472222,-94.28638889,5.0,USFS,AR,,,
108,110,FS-1419124,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,16,D2-08-2005,B0JV,ANCHORITE,,,,,,2005,2453566.5,196,1630,1.0,Lightning,2453566.5,196.0,2130,0.25,A,38.17916667,-118.71166667,5.0,USFS,NV,21,021,Mineral
109,111,FS-1419130,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,21,527,BE0C,SADDLE,,,,,,2005,2453540.5,170,1500,2.0,Equipment Use,2453540.5,170.0,1505,10.0,C,33.71888889,-117.43361111,13.0,STATE OR PRIVATE,CA,,,
110,112,FS-1419134,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,2,01,BGJ2,PETERSON,,,,,,2005,2453517.5,147,2015,2.0,Equipment Use,2453517.5,147.0,2058,0.1,A,37.04416667,-119.34388889,13.0,STATE OR PRIVATE,CA,,,
111,114,FS-1419142,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,18,D2-11-2005,B0TS,SUMMIT,,,FS-0417-018-20050715,SUMMIT,,2005,2453568.5,198,1630,1.0,Lightning,2453569.5,199.0,2000,80.0,C,38.25555556,-118.48611111,14.0,MISSING/NOT SPECIFIED,NV,21,021,Mineral
112,115,FS-1419147,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,11,EC 01,BL4P,#2029,,,,,,2005,2453527.5,157,1240,1.0,Lightning,2453528.5,158.0,1146,1.0,B,43.99138889,-118.73277778,5.0,USFS,OR,25,025,Harney
113,116,FS-1419148,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,0207,Nebraska National Forest,5,1,BWR9,DUCK CREEK,,,,,,2005,2453548.5,178,1200,6.0,Railroad,2453548.5,178.0,1603,0.61,B,43.065,-103.66055556,5.0,USFS,SD,47,047,Fall River
114,117,FS-1419150,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,0212,Pike San Isabel National Forest,54,001,BEX1,8GN,,,,,,2005,2453558.5,188,1907,1.0,Lightning,2453558.5,188.0,2130,80.0,C,37.345,-102.80583333,5.0,USFS,CO,,,
115,118,FS-1419152,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,55,22,B0E8,RACE TRACK #9,,,,,,2005,2453566.5,196,0810,4.0,Campfire,2453566.5,196.0,0816,0.1,A,48.40777778,-115.55777778,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
116,119,FS-1419153,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,0207,Nebraska National Forest,8,3,BEW8,THOMPSON BUTTE,,,,,,2005,2453567.5,197,1715,1.0,Lightning,2453568.5,198.0,1525,119.0,D,43.89916667,-102.95472222,5.0,USFS,SD,103,103,Pennington
117,120,FS-1419156,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,0207,Nebraska National Forest,7,2,BEW8,CHARLES DRAW,,,,,,2005,2453567.5,197,1730,1.0,Lightning,2453567.5,197.0,2045,119.0,D,43.89277778,-102.94805556,5.0,USFS,SD,103,103,Pennington
118,121,FS-1419158,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,12,EC-02,BT8Z,RODEO FIRE,,,,,,2005,2453534.5,164,1605,4.0,Campfire,2453534.5,164.0,1814,0.1,A,43.78333333,-119.0,5.0,USFS,OR,25,025,Harney
119,122,FS-1419159,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,5,602-079,BE07,SKYLINE,,,,,,2005,2453567.5,197,1354,4.0,Campfire,2453567.5,197.0,1600,0.1,A,46.08055556,-117.89083333,5.0,USFS,WA,13,013,Columbia
120,123,FS-1419162,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,20,02,BEY5,TELEPHONE,,,,,,2005,2453519.5,149,1300,1.0,Lightning,2453520.5,150.0,1730,0.1,A,35.95,-106.71666667,5.0,USFS,NM,43,043,Sandoval
121,124,FS-1419164,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,31,03,BEY5,JP,,,,,,2005,2453532.5,162,2000,1.0,Lightning,2453535.5,165.0,1700,0.1,A,35.91666667,-106.8,5.0,USFS,NM,43,043,Sandoval
122,125,FS-1419166,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,37,04,BEY5,HAMMER,,,,,,2005,2453535.5,165,1345,1.0,Lightning,2453537.5,167.0,1400,0.1,A,36.03333333,-106.98333333,5.0,USFS,NM,43,043,Sandoval
123,126,FS-1419169,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,1,1,BEW1,PETE POWER,,,,,,2005,2453427.5,57,1925,9.0,Miscellaneous,2453427.5,57.0,2000,0.1,A,48.83083333,-115.67638889,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
124,127,FS-1419170,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,11,03,BP6W,EAST SIDE,,,,,,2005,2453485.5,115,1155,5.0,Debris Burning,2453485.5,115.0,1400,0.9,B,48.53888889,-115.93472222,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
125,128,FS-1419171,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,8,2,BPQ7,32 MILE YAAK,,,,,,2005,2453480.5,110,1720,5.0,Debris Burning,2453480.5,110.0,2130,15.4,C,48.84694444,-115.66222222,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
126,129,FS-1419174,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,13,03,B24P,CRAFT CABIN,,,,,,2005,2453540.5,170,1130,1.0,Lightning,2453540.5,170.0,1623,0.25,A,43.80888889,-118.7275,5.0,USFS,OR,25,025,Harney
127,130,FS-1419175,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,14,EC 04,BL4P,#2045,,,,,,2005,2453540.5,170,1739,1.0,Lightning,2453540.5,170.0,2137,0.06,A,43.72472222,-119.66055556,5.0,USFS,OR,25,025,Harney
128,131,FS-1419176,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,15,EC 05,BL4P,# 2046,,,,,,2005,2453540.5,170,1755,1.0,Lightning,2453541.5,171.0,1429,0.1,A,43.77222222,-119.65972222,5.0,USFS,OR,25,025,Harney
129,132,FS-1419177,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,16,EC 06,BL4P,#2047,,,,,,2005,2453541.5,171,1054,1.0,Lightning,2453541.5,171.0,1504,0.01,A,43.81166667,-119.68666667,5.0,USFS,OR,25,025,Harney
130,133,FS-1419178,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,17,EC 07,BL4P,# 2048,,,,,,2005,2453541.5,171,1301,1.0,Lightning,2453542.5,172.0,1430,0.25,A,43.83583333,-119.74138889,5.0,USFS,OR,25,025,Harney
131,134,FS-1419179,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,92,092,F092,OLD R.D.,,,,,,2005,2453545.5,175,1322,2.0,Equipment Use,2453545.5,175.0,1630,1.0,B,36.69166667,-107.38583333,5.0,USFS,NM,39,039,Rio Arriba
132,135,FS-1419180,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,4,HTF-918,BEZ8,WILLOW,,,,,,2005,2453538.5,168,1530,1.0,Lightning,2453538.5,168.0,2030,0.5,B,38.83972222,-119.88638889,5.0,USFS,CA,3,003,Alpine
133,136,FS-1419182,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,109,109,F109,ULIBARRI,,,,,,2005,2453549.5,179,1900,1.0,Lightning,2453550.5,180.0,1000,0.1,A,36.87138889,-107.24777778,5.0,USFS,NM,39,039,Rio Arriba
134,137,FS-1419183,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,3,838,BTV1,PEAVINE,,,,,,2005,2453527.5,157,1415,7.0,Arson,2453527.5,157.0,1900,0.1,A,39.64972222,-119.86666667,5.0,USFS,NV,31,031,Washoe
135,138,FS-1419185,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,118,118,F118,CABRESTO,,,,,,2005,2453551.5,181,1050,1.0,Lightning,2453551.5,181.0,1502,0.1,A,36.88388889,-107.29083333,5.0,USFS,NM,39,039,Rio Arriba
136,139,FS-1419186,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,200,118,F200,BANCOS,,,,,,2005,2453565.5,195,1556,1.0,Lightning,2453567.5,197.0,1642,30.0,C,36.93472222,-107.34972222,5.0,USFS,NM,39,039,Rio Arriba
137,140,FS-1419187,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,212,212,F212,GOMEZ TANK,,,,,,2005,2453566.5,196,1550,1.0,Lightning,2453566.5,196.0,1730,0.1,A,36.74194444,-107.2125,5.0,USFS,NM,39,039,Rio Arriba
138,141,FS-1419188,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,228,228,F228,VALENCIA,,,,,,2005,2453568.5,198,1338,1.0,Lightning,2453569.5,199.0,1240,0.5,B,36.65944444,-107.19638889,5.0,USFS,NM,39,039,Rio Arriba
139,142,FS-1419189,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,229,229,F229,BUCK,,,,,,2005,2453568.5,198,1510,1.0,Lightning,2453569.5,199.0,1030,0.5,B,36.64583333,-107.22694444,5.0,USFS,NM,39,039,Rio Arriba
140,144,FS-1419199,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,1,001,BK2D,FIRST,,,,,,2005,2453431.5,61,1525,5.0,Debris Burning,2453431.5,61.0,1615,0.1,A,36.09666667,-106.16166667,5.0,USFS,NM,39,039,Rio Arriba
141,145,FS-1419202,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,57,024,B0SS,GRANTIE CREEK BRIDGE,,,,,,2005,2453568.5,198,1000,4.0,Campfire,2453568.5,198.0,1030,0.1,A,48.305,-115.54166667,5.0,USFS,MT,53,053,Lincoln
142,146,FS-1419204,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,56,023,B0SR,RACE TRACK 10,,,,,,2005,2453567.5,197,0825,4.0,Campfire,2453567.5,197.0,0900,0.1,A,48.40805556,-115.55833333,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
143,147,FS-1419206,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,58,025,B01B,RACE TRACK #11,,,,,,2005,2453570.5,200,0815,4.0,Campfire,2453570.5,200.0,0836,0.1,A,48.40805556,-115.50805556,5.0,USFS,MT,53,053,Lincoln
144,148,FS-1419209,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0108,Custer National Forest,1,02-05-01,,400 RANCH,,,,,,2004,2453314.5,310,1200,9.0,Miscellaneous,2453314.5,310.0,1600,0.1,A,45.1,-109.3125,5.0,USFS,MT,9,009,Carbon
145,149,FS-1419210,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,52,20,BZ9W,SCENERY,,,,,,2005,2453564.5,194,1745,4.0,Campfire,2453565.5,195.0,1240,0.3,B,48.41944444,-115.65777778,5.0,USFS,MT,53,053,Lincoln
146,150,FS-1419212,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,1,01,BE0P,DOGWOOD,,,,,,2005,2453492.5,122,1628,9.0,Miscellaneous,2453492.5,122.0,1700,0.1,A,35.76888889,-118.43527778,13.0,STATE OR PRIVATE,CA,,,
147,151,FS-1419214,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,5,942,BU9L,CLEAR CREEK,,,,,,2005,2453542.5,172,1141,9.0,Miscellaneous,2453542.5,172.0,1500,1.0,B,39.11666667,-119.845,13.0,STATE OR PRIVATE,NV,5,005,Douglas
148,152,FS-1419215,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,22,01,BEY5,SAWYER,,,,,,2005,2453521.5,151,1200,1.0,Lightning,2453521.5,151.0,1225,0.75,B,35.70111111,-105.70916667,5.0,USFS,NM,47,047,San Miguel
149,153,FS-1419231,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,21,D2-14-2005,B1MV,BUCKEYE,,,,,,2005,2453573.5,203,1600,1.0,Lightning,2453573.5,203.0,1955,0.1,A,38.22666667,-119.34666667,5.0,USFS,CA,51,051,Mono
150,154,FS-1419232,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,26,D2-19-2005,B1LY,RISUE 5,,,,,,2005,2453573.5,203,1118,1.0,Lightning,2453573.5,203.0,1800,3.0,B,38.60222222,-119.42972222,5.0,USFS,NV,5,005,Douglas
151,155,FS-1419238,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,0415,Caribou-Targhee National Forest,9,52-01,B0P2,LOOP,,,,,,2005,2453567.5,197,1930,9.0,Miscellaneous,2453567.5,197.0,2200,0.1,A,44.48861111,-111.25611111,5.0,USFS,ID,43,043,Fremont
152,156,FS-1419239,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,24,D2-17-2005,BEZ8,SUMMERS,,,,,,2005,2453572.5,202,1700,1.0,Lightning,2453572.5,202.0,1800,0.1,A,38.16888889,-119.31694444,5.0,USFS,CA,51,051,Mono
153,157,FS-1419242,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,230,230,F230,GURULE,,,,,,2005,2453568.5,198,1705,1.0,Lightning,2453570.5,200.0,1334,0.5,B,36.92277778,-107.23638889,5.0,USFS,NM,39,039,Rio Arriba
154,158,FS-1419243,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,1,001,BKB6,APACHE,,,,,,2005,2453411.5,41,1337,5.0,Debris Burning,2453411.5,41.0,1607,3.0,B,34.74833333,-119.41027778,13.0,STATE OR PRIVATE,CA,,,
155,159,FS-1419245,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,2,002,BKD8,TREEBONE,,,,,,2005,2453415.5,45,1640,4.0,Campfire,2453415.5,45.0,1900,0.1,A,35.88361111,-121.45694444,13.0,STATE OR PRIVATE,CA,,,
156,160,FS-1419246,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,4,004,BS1X,MARBLE,,,,,,2005,2453518.5,148,1700,4.0,Campfire,2453518.5,148.0,1740,0.1,A,36.21805556,-121.49916667,5.0,USFS,CA,,,
157,161,FS-1419247,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,3,003,BSS8,WHITE,,,,,,2005,2453510.5,140,1915,2.0,Equipment Use,2453510.5,140.0,2100,0.1,A,36.44833333,-121.58277778,5.0,USFS,CA,,,
158,162,FS-1419248,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,25,D2-18-2005,B1LU,SECRET,,,,,,2005,2453573.5,203,1000,1.0,Lightning,2453574.5,204.0,1500,0.5,B,38.29444444,-119.54,5.0,USFS,CA,51,051,Mono
159,163,FS-1419249,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,22,D2 15 2005,B1TF,EAGLE,,,,,,2005,2453575.5,205,1630,1.0,Lightning,2453575.5,205.0,1745,0.1,A,38.22222222,-119.38694444,5.0,USFS,CA,51,051,Mono
160,164,FS-1419260,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,27,D2-20-2005,B09V,DEVIL,,,,,,2005,2453571.5,201,1000,1.0,Lightning,2453572.5,202.0,1136,0.1,A,38.3575,-119.36111111,5.0,USFS,CA,51,051,Mono
161,165,FS-1419266,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,249,249,F249,WILD,,,,,,2005,2453569.5,199,1522,1.0,Lightning,2453570.5,200.0,1800,0.2,A,36.90972222,-107.25583333,5.0,USFS,NM,39,039,Rio Arriba
162,166,FS-1419267,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,283,283,F283,COTTONWOOD,,,,,,2005,2453572.5,202,1636,1.0,Lightning,2453572.5,202.0,2012,0.1,A,36.94111111,-107.32,5.0,USFS,NM,39,039,Rio Arriba
163,167,FS-1419268,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,13,INF640,BZ9E,SHERWIN,,,,,,2005,2453564.5,194,1523,2.0,Equipment Use,2453564.5,194.0,1600,0.1,A,37.53055556,-118.62722222,5.0,USFS,CA,,,
164,168,FS-1419271,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,22,INF690,BE0E,VISTA,,,,,,2005,2453572.5,202,0630,1.0,Lightning,2453572.5,202.0,0900,0.1,A,37.515,-118.59833333,5.0,USFS,CA,,,
165,169,FS-1419272,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,59,26,B1QL,RACE TRACK #12,,,,,,2005,2453574.5,204,0805,4.0,Campfire,2453574.5,204.0,0825,0.1,A,48.40777778,-115.47527778,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
